logradouro,numero,bairro,cep,cidade,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,anuncio_criado,tipo_anuncio,preco_venda,taxa_condominio,periodicidade,preco_aluguel,iptu_ano
Rua Antônio Lamas,NA,Parque Fongaro,04257190,São Paulo,Casa de dois andares,110,2,0,2,2,2018-12-05,Venda,276500,0,NA,NA,0
Avenida Rebouças,NA,Cerqueira César,05401000,São Paulo,Apartamento,100,2,1,3,1,2017-08-03,Venda,595000,595,NA,NA,80
Rua Citrolândia,5,Jardim Umarizal,05756310,São Paulo,Apartamento,54,1,0,2,1,2017-08-19,Venda,125999,147,NA,NA,8
Rua Nicola Aracri,10,Parque Fernanda,05888150,São Paulo,Casa de dois andares,90,3,0,2,1,2018-04-16,Venda,230999,0,NA,NA,0
Rua Xavier de Almeida,717,Ipiranga,04211001,São Paulo,Apartamento,213,4,3,3,3,2018-02-24,Venda,1680000,1260,NA,NA,6650
Avenida do Estado,NA,Vila Califórnia,03216050,São Paulo,Comercial,480,0,0,0,0,2019-01-05,Locação,4550,0,MONTHLY,4550,0
Rua Serra de Juréa,351,Tatuapé,03323020,São Paulo,Flat,35,1,1,1,1,2018-12-26,Venda,137200,770,NA,NA,70
Avenida Doutor Silva Melo,520,Jardim Marajoara,04675010,São Paulo,Apartamento,77,2,1,3,2,2018-10-15,Venda,336000,513,NA,NA,133
Avenida João de Barros,155,Socorro,04764090,São Paulo,Apartamento,58,1,0,2,1,2017-04-22,Venda,237999,301,NA,NA,0
Avenida Engenheiro Alberto de Zagottis,92,Jardim Marajoara,04675085,São Paulo,Apartamento,134,4,3,3,2,2018-03-20,Venda,770000,560,NA,NA,350
Rua Judith Zumkeller,760,Parque Mandaqui,02422020,São Paulo,Apartamento,82,3,1,3,3,2017-10-27,Venda,448000,539,NA,NA,0
Rua Robert Bird,137,Pedreira,04467900,São Paulo,Apartamento,43,1,0,1,1,2018-06-22,Venda,140000,196,NA,NA,0
Rua Batataes,80,Jardins,01423010,São Paulo,Flat,40,1,1,1,1,2018-12-13,Locação,2520,700,MONTHLY,3220,70
Avenida Rouxinol,174,Moema,04516000,São Paulo,Flat,40,1,1,1,1,2018-12-10,Locação,1330,770,MONTHLY,2100,70
Avenida Sargento Geraldo Santana,94,Jardim Taquaral,04674225,São Paulo,Apartamento,58,1,0,2,1,2017-04-22,Venda,244999,378,NA,NA,58
Rua Mario Montico,212,Parque Residencial Cocaia,04849150,São Paulo,Loteamento Comercial,NA,NA,NA,NA,0,2018-12-07,Venda,45150,0,NA,NA,0
Avenida dos Ourives,458,Parque Bristol,04194260,São Paulo,Apartamento,58,0,0,2,1,2018-03-07,Venda,196000,334,NA,NA,0
Rua Batataes,80,Jardins,01423010,São Paulo,Flat,35,1,1,1,1,2018-12-13,Locação,2520,979,MONTHLY,3500,70
Avenida Padre Arlindo Vieira,NA,Vila Vermelha,04297000,São Paulo,Apartamento,93,1,1,3,2,2018-08-27,Venda,468999,482,NA,NA,461
Rua Doutor Ibsen da Costa Manso,221,Jardim América,01440010,São Paulo,Casa,486,1,3,3,4,2018-06-22,Venda,9100000,0,NA,NA,3005
Rua Chapada de Minas,NA,Parque Reboucas,05734090,São Paulo,Apartamento,66,2,1,3,1,2018-04-05,Venda,233099,NA,NA,NA,NA
Avenida Paes de Barros,585,Móoca,03115020,São Paulo,Apartamento,106,2,0,2,1,2018-03-13,Venda,300300,510,NA,NA,489
Avenida Nossa Senhora do Ó,865,Limão,02715000,São Paulo,Comercial,31,1,0,0,1,2018-12-05,Locação,1050,277,MONTHLY,1327,116
Rua Areado,133,Vila Nova Curuca,08150210,São Paulo,Casa,97,1,0,3,2,2018-06-07,Venda,144550,0,NA,NA,0
Rua Harmonia,NA,Sumarezinho,05435001,São Paulo,Comercial,300,4,1,3,5,2017-06-08,Locação,8400,0,MONTHLY,8400,0
Rua Sansão Alves dos Santos,343,Brooklin,04571090,São Paulo,Flat,46,1,0,1,1,2018-12-11,Locação,2940,1050,MONTHLY,3989,210
Rua Gonçalo Soares de Franca,175,Jardim Floresta,04836030,São Paulo,Loteamento Comercial,NA,NA,NA,NA,NA,2018-12-07,Locação,7000,0,MONTHLY,7000,0
Rua São Félix do Piauí,300,Vila Carmosina,08295030,São Paulo,Apartamento,50,1,0,2,1,2018-12-12,Venda,154000,237,NA,NA,0
Avenida Rio Branco,1658,Campos Eliseos,01206001,São Paulo,Flat,32,1,0,1,1,2018-12-06,Locação,868,532,MONTHLY,1400,70
Rua Luís Machado Pedrosa,10,Jardins,01431010,São Paulo,Loteamento Residencial,1000,0,0,0,0,2018-10-26,Venda,41993,140,NA,NA,489
Avenida Giovanni Gronchi,5765,Vila Andrade,05724003,São Paulo,Apartamento,89,2,1,3,2,2018-10-26,Venda,244299,560,NA,NA,0
Avenida Sapopemba,NA,Vila Regente Feijó,03345000,São Paulo,Escritório,220,2,0,0,0,2016-08-30,Locação,1610,NA,MONTHLY,1610,NA
Avenida Brigadeiro Faria Lima,NA,Faria Lima,03178200,São Paulo,Escritório,734,0,0,0,10,2018-08-17,Locação,26265,8277,MONTHLY,34542,0
Rua São Manoel,113,Pinheiros,05424040,São Paulo,Comercial,149,5,3,3,2,2019-01-25,Venda,944999,0,NA,NA,244
Rua Doutor Sodré,136,Vila Nova Conceição,04535110,São Paulo,Comercial,222,6,0,0,3,2018-12-05,Locação,6300,0,MONTHLY,6300,840
Avenida Brigadeiro Faria Lima,4509,Chacara Itaim,04538133,São Paulo,Escritório,6,0,0,0,0,2019-01-05,Locação,1381,0,MONTHLY,1381,0
Rua Monte Azul Paulista,642,Vila Nova Parada,02883050,São Paulo,Condomínio,84,2,0,2,2,2018-12-12,Venda,227500,280,NA,NA,0
Rodovia Raposo Tavares,3173,Jardim das Vertentes,05576000,São Paulo,Loja,36,1,NA,NA,NA,2019-02-20,Locação,1400,NA,MONTHLY,1400,NA
Rua Tucuna,000,Perdizes,05021010,São Paulo,Casa,170,3,0,3,2,2019-01-03,Locação,4130,0,MONTHLY,4130,244
Avenida Washington Luís,4417,Santo Amaro,04627001,São Paulo,Apartamento,40,1,0,1,1,2018-12-12,Locação,1470,0,MONTHLY,1470,0
Rua Salvador Simões,1213,Vila Dom Pedro I,04276000,São Paulo,Cobertura,252,5,4,4,4,2016-11-19,Venda,1673000,1190,NA,NA,507
Rua Salvador Simões,717,Vila Dom Pedro I,04276000,São Paulo,Apartamento,63,2,1,2,1,2018-04-04,Venda,393400,378,NA,NA,98
Rua Francisco da Cruz Mellão,350,Parque Munhoz,05782351,São Paulo,Apartamento,54,1,0,2,1,2017-03-10,Venda,147000,182,NA,NA,8
Rua Maso di Bianco,109,Rio Pequeno,05376050,São Paulo,Depósito,192,0,0,0,6,2019-01-24,Locação,3290,0,MONTHLY,3290,0
Avenida Chibarás,44,Planalto Paulista,04076000,São Paulo,Apartamento,67,2,1,1,1,2018-12-26,Venda,836500,420,NA,NA,140
Rua Professor Carlos de Carvalho,168,Itaim Bibi,04531080,São Paulo,Flat,33,1,1,1,1,2019-01-04,Venda,258999,0,NA,NA,0
Rua Maria Carlota,202,Vila Esperança,03647000,São Paulo,Apartamento,52,1,0,2,1,2019-01-15,Venda,217000,336,NA,NA,0
Rua Mafalda,235,Chácara Belenzinho,03377010,São Paulo,Casa,245,6,4,4,8,2018-12-14,Venda,555921,0,NA,NA,0
Avenida Engenheiro Luís Carlos Berrini,801,Itaim Bibi,04571010,São Paulo,Comercial,190,0,0,0,4,2019-01-24,Venda,1195551,2415,NA,NA,1360
Rua Correia Dias,NA,Paraíso,04104001,São Paulo,Comercial,89,2,NA,NA,2,2019-01-11,Locação,1750,1544,MONTHLY,3294,35150
Alameda Jaú,1606,Jardim Paulista,01420002,São Paulo,Flat,40,1,0,1,1,2018-12-05,Locação,1610,630,MONTHLY,2240,70
Rua Verbo Divino,1323,Chácara Santo Antônio,04719002,São Paulo,Flat,30,1,0,1,1,2019-01-03,Locação,1400,679,MONTHLY,2079,91
Rua Marajoara,00,Jardim Vila Formosa,03460020,São Paulo,Casa de dois andares,350,3,1,4,3,2018-02-09,Venda,595000,0,NA,NA,0
Rua Estero Belaco,NA,Saúde,04145020,São Paulo,Apartamento,56,2,0,2,1,2018-09-13,Venda,287000,637,NA,NA,42
Rua Doutor James Ferraz Alvim,313,Vila Suzana,05641021,São Paulo,Comercial,350,0,3,3,5,2019-01-24,Venda,1889999,2029,NA,NA,1344
Rua João Gomes Pereira,NA,Jardim Tietê,03945120,São Paulo,Casa de dois andares,153,4,0,7,2,2017-04-27,Venda,315000,0,NA,NA,0
Avenida Chibarás,44,Moema,04076000,São Paulo,Apartamento,69,3,1,2,2,2018-03-07,Venda,721000,451,NA,NA,188
Rua Tuim,18,Moema,04514100,São Paulo,Flat,35,1,1,1,1,2019-01-09,Locação,1610,770,MONTHLY,2380,70
Alameda Lorena,NA,Jardim Paulista,01424002,São Paulo,Escritório,90,3,NA,NA,2,2019-01-10,Locação,4200,1282,MONTHLY,5482,518
Avenida Ordem e Progresso,551,Várzea da Barra Funda,01142300,São Paulo,Escritório,261,10,NA,1,8,2018-12-18,Venda,2069898,0,NA,NA,0
Rua Herculano de Freitas,249,Consolação,01308020,São Paulo,Flat,35,1,1,1,1,2018-12-19,Venda,210000,794,NA,NA,129
Rua George Smith,375,Lapa,05074010,São Paulo,Apartamento,55,2,1,2,1,2019-01-09,Venda,336000,413,NA,NA,35
Rua Norma Pieruccini Giannotti,104,Barra Funda,01137010,São Paulo,Apartamento,88,2,0,2,2,2018-12-06,Venda,742000,0,NA,NA,0
Rua Vicente Pereira de Assunção,55,Vila Constancia,04658000,São Paulo,Apartamento,55,2,0,2,1,2018-12-12,Venda,203000,340,NA,NA,0
Rua Gaivota,NA,Moema,04522033,São Paulo,Apartamento,92,3,1,3,1,2018-01-16,Venda,629300,686,NA,NA,53
Rua Três de Maio,245,Vila Clementino,04044020,São Paulo,Comercial,146,3,0,6,2,2017-03-20,Venda,910000,NA,NA,NA,407
Avenida das Nações Unidas,10.705,Itaim Bibi,04533088,São Paulo,Escritório,20,0,0,0,0,2018-03-29,Locação,753,0,MONTHLY,753,0
Rua José Ramon Urtiza,660,Morumbi,05717270,São Paulo,Apartamento,109,2,1,3,2,2018-12-14,Venda,336000,1244,NA,NA,340
Rua Deputado João Sussumu Hirata,681,Morumbi,05715010,São Paulo,Apartamento,45,1,1,1,1,2017-12-06,Locação,1148,518,MONTHLY,1666,84
Rua Inácio Manuel Álvares,360,Jardim Ester,05372110,São Paulo,Apartamento,68,0,0,2,1,2018-09-04,Venda,217000,475,NA,NA,16
Rua Giuseppe Anselmi,S/N,Americanópolis,04429260,São Paulo,Loteamento Residencial,500,0,0,0,0,2018-12-07,Venda,184448,0,NA,NA,0
Rua Castellammare,26,Chácara Santa Maria,05879410,São Paulo,Apartamento,54,1,0,2,1,2017-10-07,Venda,130899,150,NA,NA,8
Rua Doutor Sérgio Meira,230,Barra Funda,01153010,São Paulo,Apartamento,NA,2,1,2,2,2018-02-02,Locação,1750,454,MONTHLY,2205,630
Rua Pintassilgo,519,Vila Uberabinha,04514905,São Paulo,Apartamento,153,4,2,3,0,2018-04-20,Venda,1042999,1400,NA,NA,560
Rua Deputado João Sussumu Hirata,600,Vila Andrade,05715010,São Paulo,Apartamento,72,2,1,3,2,2019-02-20,Venda,350000,0,NA,NA,0
Rua Tuim,18,Vila Uberabinha,04514100,São Paulo,Flat,34,1,0,1,1,2018-12-17,Locação,1606,801,MONTHLY,2408,112
Avenida Jurucê,194,Indianópolis,04080010,São Paulo,Apartamento,40,1,0,1,1,2019-01-04,Venda,468999,0,NA,NA,0
Avenida Águia de Haia,1000,Artur Alvim,03694000,São Paulo,Apartamento,37,1,0,2,0,2019-01-07,Venda,125299,35,NA,NA,0
Rua Oscar Freire,1549,Pinheiros,01426001,São Paulo,Apartamento,110,3,1,3,1,2018-12-22,Venda,833000,819,NA,NA,1281
Avenida Alfredo Zunkeller,71,Parque Mandaqui,02421070,São Paulo,Apartamento,136,1,3,3,2,2018-12-18,Venda,295069,0,NA,NA,0
Rua Arandu,57,Brooklin Paulista,04562030,São Paulo,Depósito,66,NA,NA,NA,2,2019-02-20,Locação,3500,1045,MONTHLY,4545,207
Rua Bela Cintra,1356,Consolação,01415001,São Paulo,Flat,30,1,1,1,1,2019-01-24,Venda,189000,1148,NA,NA,182
Avenida Professor Francisco Morato,4065,São Paulo,05520100,São Paulo,Depósito,160,NA,NA,NA,NA,2019-02-20,Locação,3849,0,MONTHLY,3849,0
Rua Vieira de Morais,1960,Campo Belo,04617007,São Paulo,Flat,29,1,1,1,1,2018-12-28,Venda,168000,0,NA,NA,0
Avenida Brigadeiro Faria Lima,3989,Itaim Bibi,04538133,São Paulo,Flat,29,1,1,1,1,2018-12-20,Venda,371000,0,NA,NA,0
Rua Padre Lebret,99,Jardim Leonor,05653160,São Paulo,Casa de dois andares,584,7,4,6,6,2019-02-20,Venda,1540000,0,NA,NA,0
Rua da Consolação,3555,Jardins,01416001,São Paulo,Flat,35,1,1,1,1,2019-02-20,Locação,1959,840,MONTHLY,2800,140
Rua Antônio Júlio dos Santos,580,Fazenda Morumbi,05661020,São Paulo,Apartamento,45,2,NA,1,1,2019-02-20,Venda,189000,273,NA,NA,62
Avenida das Nações Unidas,12399,Cidade Monções,04578000,São Paulo,Escritório,98,2,NA,NA,3,2019-02-20,Locação,4200,0,MONTHLY,4200,0
Rua José Maria Lisboa,696,Jardins,01423001,São Paulo,Flat,35,1,1,1,1,2019-01-10,Venda,350000,0,NA,NA,0
Rua Geraldo Flausino Gomes,78,Itaim Bibi,04575060,São Paulo,Depósito,750,12,NA,NA,16,2019-02-20,Locação,31499,5950,MONTHLY,37450,0
Rua Pintassilgo,516,Moema,04514905,São Paulo,Apartamento,45,1,0,1,1,2019-01-03,Venda,335300,343,NA,NA,35
Rua Lacedemônia,587,Vila Mascote,04634020,São Paulo,Apartamento,108,3,1,2,2,2018-12-12,Venda,510999,623,NA,NA,178
Rua Ouro Branco,150,Jardim Paulista,01425080,São Paulo,Flat,38,1,0,1,1,2019-01-24,Locação,1400,700,MONTHLY,2100,210
Rua dos Caetés,NA,Perdizes,05016080,São Paulo,Apartamento,266,6,4,4,4,2019-02-20,Venda,2561999,140,NA,NA,140
Rua Apeninos,429,Paraíso,01533000,São Paulo,Comercial,43,1,0,1,1,2018-12-12,Venda,240099,395,NA,NA,158
Avenida José Galante,290,Vila Andrade,05642001,São Paulo,Apartamento,128,3,1,4,2,2019-02-20,Locação,2029,735,MONTHLY,2765,301
Rua Flórida,1670,Cidade Monções,04565001,São Paulo,Depósito,104,NA,NA,NA,2,2019-02-20,Locação,4200,1295,MONTHLY,5495,434
Avenida Guilherme Giorgi,531,Vila Carrão,03422000,São Paulo,Apartamento,125,4,3,3,2,2018-09-03,Venda,770000,770,NA,NA,273
Praça Nami Jafet,84,Ipiranga,04205050,São Paulo,Apartamento,59,2,1,2,2,2018-12-07,Venda,348522,0,NA,NA,0
Rua Jaracatia,00,Jardim Maria Virgínia,05754070,São Paulo,Comercial,150,2,0,3,3,2018-12-06,Venda,266000,0,NA,NA,0
Rua Eugênio de Freitas,529,Vila Guilherme,02060000,São Paulo,Apartamento,58,2,1,2,1,2018-12-13,Venda,262500,280,NA,NA,0
Rua Salete,230,Santana,02016001,São Paulo,Apartamento,129,5,3,3,3,2019-01-04,Venda,961099,735,NA,NA,3500
Rua Itapeva,636,Consolação,01332000,São Paulo,Flat,35,1,1,1,1,2018-12-20,Locação,1750,770,MONTHLY,2520,70
Rua das Municipalidades,604,Ipiranga,04214040,São Paulo,Apartamento,98,2,0,2,0,2018-12-05,Venda,244999,0,NA,NA,0
Rua Niderau Félix Machado,74,Campo Grande,04676030,São Paulo,Apartamento,62,1,0,2,1,2018-12-13,Venda,224000,468,NA,NA,2
Avenida Rebouças,1101,Cerqueira César,05401150,São Paulo,Apartamento,125,3,0,3,1,2018-12-14,Venda,595000,595,NA,NA,187
Rua Jairo de Almeida Machado,15,Jaraguá,02998060,São Paulo,Apartamento,43,1,0,2,1,2019-01-09,Venda,182000,0,NA,NA,0
Rua Professor Guilherme Belfort Sabino,NA,Campininha,04678001,São Paulo,Depósito,250,2,0,0,0,2018-12-14,Locação,3786,413,MONTHLY,4200,0
Avenida Miruna,NA,Indianópolis,04084001,São Paulo,Apartamento,38,1,0,1,1,2018-12-05,Locação,2450,909,MONTHLY,3360,140
Rua Doutor José Estefno,254,Avenida Mário Lopes Leão,04116060,São Paulo,Apartamento,293,4,3,3,4,2018-08-15,Venda,2450000,0,NA,NA,0
Rua Dona Ana Neri,NA,Mooca,03106900,São Paulo,Apartamento,60,1,0,2,1,2018-12-05,Venda,294000,280,NA,NA,0
Rua São Felipe,19,Parque São Jorge,03085010,São Paulo,Apartamento,66,1,1,2,1,2019-01-24,Venda,343000,0,NA,NA,0
Avenida Macuco,550,Moema,04523001,São Paulo,Apartamento,96,3,1,3,2,2019-02-20,Venda,819000,735,NA,NA,237
Rua Ribeiro do Vale,152,Brooklin,04568000,São Paulo,Escritório,174,4,0,0,4,2018-12-15,Locação,6300,2139,MONTHLY,8439,805
Avenida Engenheiro Luís Carlos Berrini,801,Itaim Bibi,04571011,São Paulo,Comercial,190,0,0,0,4,2019-01-24,Locação,5950,2415,MONTHLY,8365,1360
Rua José de Ibarra,7,Parque Mandaqui,02421040,São Paulo,Casa de dois andares,75,2,2,2,1,2019-01-02,Venda,343000,0,NA,NA,0
Rua José Carlos de Toledo Piza,NA,Jardim Parque Morumbi,05712070,São Paulo,Comercial,64,0,0,2,1,2019-01-24,Venda,244999,273,NA,NA,16
Rua Carlos Weber,NA,Vila Leopoldina,05303000,São Paulo,Apartamento,151,2,3,3,3,2018-12-04,Venda,1116500,1050,NA,NA,350
Rua Álvaro Luís Roberto de Assumpção,123,Campo Belo,04618020,São Paulo,Apartamento,67,1,0,3,1,2017-02-10,Venda,455000,1239,NA,NA,84
Rua Monte Alegre,NA,Perdizes,05014000,São Paulo,Apartamento,47,2,1,2,1,2018-12-14,Venda,437500,402,NA,NA,210
Rua Embiruçú,197,Vila Beatriz,03644000,São Paulo,Apartamento,70,2,0,2,1,2017-12-19,Venda,230999,406,NA,NA,96
Rua Santo Adauto,16,Vila Minerva,08441350,São Paulo,Casa,170,2,0,3,2,2019-02-20,Venda,210000,NA,NA,NA,NA
Rua Sinfônia Escocesa,NA,Parque Terceiro Lago,04870132,São Paulo,Casa,530,2,1,3,4,2019-01-10,Venda,403200,70,NA,NA,0
Alameda Joaquim Eugênio de Lima,1126,Jardim Paulista,01432020,São Paulo,Escritório,237,10,NA,1,4,2018-12-18,Locação,13244,3432,MONTHLY,16676,0
Rua Álvaro de Carvalho,127,Centro,01050070,São Paulo,Apartamento,44,1,1,1,1,2019-01-24,Venda,253355,0,MONTHLY,NA,0
Avenida Maria Coelho Aguiar,215,Jardim São Luís,05804900,São Paulo,Depósito,1422,NA,NA,NA,14,2019-02-20,Locação,45787,0,MONTHLY,45787,0
Rua José Maria Lisboa,555,Jardins,01423000,São Paulo,Flat,23,1,1,1,1,2019-01-18,Venda,164500,1113,NA,NA,70
Avenida Luiz Dumont Villares,400,Santana,02085000,São Paulo,Flat,50,1,1,1,1,2018-12-20,Venda,189000,0,NA,NA,0
Rua Castelhano,60,Vila Andrade,05728040,São Paulo,Apartamento,75,3,1,2,NA,2019-02-20,Locação,1889,616,MONTHLY,2506,28
Alameda Fernão Cardim,320,Jardim Paulista,01403020,São Paulo,Apartamento,190,3,2,2,2,2019-02-20,Venda,1645000,1959,NA,NA,697
Rua da Consolação,3101,Consolação,01302001,São Paulo,Flat,35,1,1,1,1,2019-01-07,Locação,1400,770,MONTHLY,2170,70
Avenida das Nações Unidas,12551,Brooklin,04578000,São Paulo,Escritório,30,0,0,0,0,2019-01-05,Locação,6187,0,MONTHLY,6187,0
Avenida Moema,170,Moema,04077020,São Paulo,Escritório,49,2,0,0,2,2019-02-20,Locação,909,832,MONTHLY,1742,329
Rua Arandu,57,Brooklin Paulista,04562030,São Paulo,Depósito,132,NA,NA,NA,4,2019-02-20,Locação,7000,1873,MONTHLY,8873,579
Rua General Eldes de Souza Guedes,88,Jardim Colombo,05628050,São Paulo,Apartamento,160,5,3,3,2,2019-02-20,Locação,2100,979,MONTHLY,3080,175
Rua Flórida,1901,Cidade Monções,04565000,São Paulo,Apartamento,183,5,3,3,2,2019-02-20,Locação,6650,1351,MONTHLY,8001,385
Rua Itapaiúna,1800,Morumbi,05707000,São Paulo,Apartamento,152,4,2,4,3,2019-02-20,Venda,840000,1330,NA,NA,385
Rua Doutor Diogo de Faria,1337,Vila Clementino,04037002,São Paulo,Apartamento,69,2,1,2,1,2018-10-11,Venda,754600,518,NA,NA,0
Rua Quintana,887,Cidade Monções,04569011,São Paulo,Depósito,90,NA,NA,NA,3,2019-02-20,Locação,5950,1534,MONTHLY,7484,331
Rua Bela Cintra,521,Consolação,01415000,São Paulo,Flat,35,1,1,1,1,2018-12-05,Locação,1330,770,MONTHLY,2100,70
Rua Sócrates Abrahão,NA,Parque Munhoz,05782470,São Paulo,Condomínio,65,2,0,2,1,2018-12-17,Venda,251999,210,NA,NA,0
Rua Maria Isabel de Medeiros,95,Jardim Santa Emília,05757230,São Paulo,Casa de dois andares,150,3,1,4,2,2017-12-18,Venda,385000,0,NA,NA,0
Rua José Alves de Almeida,130,Jardim Celeste,05527080,São Paulo,Apartamento,50,1,NA,2,1,2019-02-20,Venda,230999,311,NA,NA,0
Rua Domingos Lopes da Silva,103,Vila Suzana,05641030,São Paulo,Apartamento,35,2,1,1,1,2019-02-20,Locação,979,567,MONTHLY,1547,62
Rua Charles Spencer Chaplin,120,Vila Andrade,05642010,São Paulo,Apartamento,145,2,1,2,2,2019-02-20,Venda,696500,979,NA,NA,0
Rua Elizabeth Barbegian Baldinato,150,Vila Suzana,05630070,São Paulo,Apartamento,66,1,NA,2,2,2019-02-20,Locação,1470,571,MONTHLY,2041,118
Rua Marcus Pereira,258,Vila Suzana,05642020,São Paulo,Apartamento,373,5,3,4,4,2019-02-20,Venda,965999,2739,NA,NA,1048
Praça João Duran Alonso,34,Cidade Monções,04571070,São Paulo,Depósito,380,NA,NA,NA,15,2019-02-20,Locação,21323,5032,MONTHLY,26355,2318
Rua Professor Aprígio Gonzaga,700,Saúde,04303001,São Paulo,Apartamento,75,2,1,3,1,2018-07-31,Venda,367500,532,NA,NA,909
Avenida Cipriano Rodrigues,218,Vila Formosa,03361010,São Paulo,Apartamento,64,1,0,3,1,2019-02-20,Venda,218400,224,NA,NA,0
Rua Álvaro de Carvalho,127,Centro,01050070,São Paulo,Kitnet,43,1,1,0,1,2019-01-24,Venda,271245,0,MONTHLY,NA,0
Rua Monte Alegre,NA,Perdizes,05014000,São Paulo,Comercial,360,7,0,0,1,2018-07-12,Locação,12460,0,MONTHLY,12460,749
Rua Luís Coelho,80,Bela Vista,01309000,São Paulo,Flat,48,1,1,1,1,2018-12-27,Locação,1341,1045,MONTHLY,2387,133
Rua Maquerobi,1,Saúde,04053030,São Paulo,Comercial,500,0,0,0,0,2018-02-28,Locação,5600,0,MONTHLY,5600,3849
Rua das Estrelas,1,Cidade Satélite Santa Bárbara,08330400,São Paulo,Apartamento,24,1,0,1,0,2018-11-21,Venda,83300,0,NA,NA,0
Rua Pedroso Alvarenga,1256,Itaim Bibi,04531004,São Paulo,Flat,29,1,1,1,1,2018-12-19,Venda,220500,780,NA,NA,203
Rua Backer,2,Cambuci,01541000,São Paulo,Casa,248,3,1,3,2,2018-03-05,Venda,623000,0,NA,NA,3175
Rua João Guilherme,124,Jardim Alvorada (Zona Oeste),05528240,São Paulo,Casa,70,1,NA,2,2,2019-02-20,Venda,258999,0,NA,NA,840
Rua José de Alencar,126,Vila Sofia,04671030,São Paulo,Apartamento,76,2,1,3,0,2018-12-07,Venda,343000,595,NA,NA,77
Rua Guarará,511,Jardins,01425001,São Paulo,Flat,28,1,1,1,1,2018-12-05,Locação,1197,1505,MONTHLY,2702,98
Rua Sete Barras,14,Nossa Senhora do O,02927080,São Paulo,Casa,NA,4,0,0,NA,2017-06-30,Venda,595000,0,NA,NA,0
Rua Vicentina Gomes,1,Jurubatuba,04696270,São Paulo,Apartamento,80,2,1,3,2,2017-08-21,Venda,377299,449,NA,NA,793
Rua Tuim,101,Moema,04514100,São Paulo,Flat,35,1,1,1,1,2019-01-09,Locação,1190,770,MONTHLY,1959,70
Rua Abílio Soares,568,Paraíso,04005002,São Paulo,Comercial,180,2,0,0,0,2018-08-03,Locação,4200,14,MONTHLY,4214,224
Rua Constantino do Amaral Taváres,3973,Vila Paulo Silas,03264170,São Paulo,Apartamento,54,1,0,2,1,2018-12-13,Venda,196000,244,NA,NA,0
Rua José Maria Lisboa,555,Jardins,01423000,São Paulo,Flat,35,1,1,1,1,2018-12-27,Locação,1540,770,MONTHLY,2310,70
Rua Pirapitingui,80,Liberdade,01508020,São Paulo,Escritório,38,1,0,0,1,2017-11-28,Venda,266000,532,NA,NA,0
Rua Caioaba,385,Vila Graciosa,03160060,São Paulo,Apartamento,69,2,1,3,1,2017-12-06,Venda,270300,336,NA,NA,NA
Rua Arapés,333,Jardim Sabara,04446130,São Paulo,Casa,152,1,1,3,4,2017-09-16,Venda,461999,0,NA,NA,0
Rua Joaquim Carlos Klein,50,Vila Santana,04679270,São Paulo,Casa,220,1,0,2,4,2017-09-06,Venda,489999,0,NA,NA,84
Avenida Doutor Antônio Maria Laet,355,Parada Inglesa,02240000,São Paulo,Comercial,180,0,0,0,4,2018-12-11,Locação,6300,0,MONTHLY,6300,0
Avenida Brigadeiro Luís Antônio,3030,Jardim Paulista,01402001,São Paulo,Flat,36,1,1,1,1,2018-12-18,Venda,227500,875,NA,NA,105
Rua Fábio Lopes dos Santos Luz,200,Vila Andrade,05717230,São Paulo,Apartamento,200,3,3,3,3,2017-09-15,Locação,4200,840,MONTHLY,5040,648
Rua Verde Mar,NA,Água Fria,02335030,São Paulo,Casa de dois andares,210,0,3,3,5,2018-07-11,Venda,665000,0,NA,NA,0
Avenida Álvaro Machado Pedrosa,132,Parada Inglesa,02245000,São Paulo,Apartamento,72,2,1,3,1,2019-01-14,Venda,455000,420,NA,NA,0
Rua Comendador Cezar Alfieri,146,Parque São Luís,02840130,São Paulo,Apartamento,50,1,0,2,1,2019-01-07,Locação,1456,0,MONTHLY,1456,0
Rua Antônio Marcondes,194,Vila Dom Pedro I,04267020,São Paulo,Apartamento,59,2,1,2,1,2019-01-03,Venda,308000,396,MONTHLY,0,0
Rua Gomes de Carvalho,1005,Vila Olímpia,04547004,São Paulo,Flat,35,1,1,1,1,2018-12-10,Locação,1190,770,MONTHLY,1959,70
Rua Teodureto Souto,501,Aclimação,01539000,São Paulo,Apartamento,59,2,1,2,1,2018-12-06,Venda,406000,0,MONTHLY,0,0
Rua 21 de Abril,NA,Brás,03047000,São Paulo,Comercial,210,0,0,0,0,2019-01-14,Locação,2310,0,MONTHLY,2310,230
Rua Doutor Bacelar,NA,Vila Clementino,04026000,São Paulo,Apartamento,147,3,1,3,2,2018-08-10,Venda,819000,1400,NA,NA,315
Avenida Angélica,2395,Santa Cecilia,01244020,São Paulo,Apartamento,237,3,2,3,1,2019-02-20,Venda,1365000,1308,NA,NA,3958
Rua Joaquim Ferreira,NA,Água Branca,05033080,São Paulo,Apartamento,40,1,0,1,1,2018-08-03,Locação,1540,326,MONTHLY,1866,0
Avenida Jamaris,100,Moema,04078000,São Paulo,Flat,30,1,1,1,1,2018-12-19,Venda,224000,698,NA,NA,141
Rua Payaguas,43,Aclimação,04109080,São Paulo,Comercial,490,0,3,4,5,2019-01-24,Venda,1924999,1470,NA,NA,1014
